name,role,bat_style,field_style,awards,importance,1st position batting,2nd position batting,3rd position batting,4th position batting,5th position batting,6th position batting,7th position batting,runs,batting_average,batting_innings,strike_rate,fours,sixes,bowl_style,bowling_innings,wickets,bowling_average,economy_rate,5th position bowling,6th position bowling,7th position bowling,8th position bowling,8th position batting,1st position bowling,2nd position bowling,3rd position bowling,4th position bowling,9th position batting,10th position batting,11th position batting,10th position bowling,11th position bowling,9th position bowling
Vineet Panwar,Bowler,right-hand bat,0.0,0.0,1.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,right-arm medium,0.0,0.0,7.88,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Vidyadhar Patil,Bowler,right-hand bat,0.0,0.0,0.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,3.0,150.0,1.0,1.0,right-arm medium,12.0,15.0,24.6,8.2,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
Aradhya Shukla,Bowler,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abhinandan Singh,Bowler,right-hand bat,0.0,9.0,1.1733333333333331,0.0,0.0,24.33,34.74,42.5,28.66,12.0,1831.0,32.69,73.0,143.15,140.0,77.0,"right-arm medium, right-arm offbreak",55.0,51.0,19.23,6.38,3.0,16.0,8.0,0.0,26.0,0.0,5.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Cooper Connolly,AllRounder,left-hand bat,0.0,1.0,0.962962962962962,20.0,3.66,45.25,56.66,0.0,37.5,0.0,577.0,38.46,22.0,136.72,36.0,28.0,slow left-arm orthodox,19.0,12.0,26.16,7.47,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dushan Hemantha,AllRounder,right-hand bat,0.0,2.0,1.461538461538461,0.0,13.0,6.0,20.75,11.0,27.0,15.66,703.0,16.34,53.0,123.55,45.0,31.0,legbreak,48.0,60.0,16.08,6.45,7.0,22.0,7.0,2.0,11.0,0.0,0.0,0.0,22.0,10.66,0.0,0.0,0.0,0.0,0.0
Jason Holder,AllRounder,right-hand bat,0.0,10.0,0.9424460431654672,0.0,0.0,17.88,14.2,18.42,17.81,16.06,2452.0,16.91,201.0,130.07,160.0,141.0,right-arm medium-fast,267.0,271.0,28.38,8.27,18.0,3.0,1.0,0.0,14.28,36.0,118.0,61.0,34.0,55.0,13.0,20.0,0.0,0.0,0.0
Karim Janat,AllRounder,right-hand bat,0.0,10.0,1.365671641791044,0.0,39.89,23.45,18.04,19.7,17.39,18.29,2471.0,22.66,130.0,133.85,183.0,137.0,right-arm medium,135.0,118.0,27.73,7.8,32.0,15.0,8.0,4.0,24.0,0.0,4.0,26.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Neesham,AllRounder,right-hand bat,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,23.5,28.0,105.0,11.66,10.0,101.94,8.0,3.0,right-arm offbreak,13.0,15.0,19.73,6.38,7.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0
Daniel Sams,AllRounder,right-hand bat,0.0,6.0,0.924731182795698,0.0,0.0,8.0,35.6,6.76,17.13,17.66,1964.0,16.78,148.0,151.07,123.0,123.0,left-arm fast-medium,177.0,0.0,8.87,16.5,0.0,0.0,0.0,0.0,23.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Sutherland,AllRounder,right-hand bat,0.0,0.0,0.7368421052631571,16.66,13.12,0.0,2.5,9.0,3.75,5.33,238.0,10.34,30.0,101.7,30.0,1.0,right-arm medium,23.0,20.0,24.5,7.77,0.0,0.0,0.0,0.0,18.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taskin Ahmed,Bowler,left-hand bat,0.0,7.0,0.7403846153846151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,8.56,81.0,100.69,35.0,17.0,right-arm fast,179.0,230.0,21.71,7.84,9.0,1.0,0.0,0.0,4.05,76.0,72.0,48.0,24.0,11.61,11.3,3.0,0.0,0.0,0.0
Ben Dwarshuis,Bowler,left-hand bat,0.0,7.0,1.113636363636363,0.0,0.0,0.0,0.0,0.0,51.0,24.5,762.0,17.31,82.0,139.81,47.0,38.0,left-arm fast-medium,142.0,0.0,8.2,16.8,0.0,0.0,0.0,0.0,13.1,0.0,0.0,0.0,0.0,15.81,26.0,0.0,0.0,0.0,0.0
Obed Mccoy,Bowler,left-hand bat,0.0,3.0,1.176923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,7.59,38.0,101.21,13.0,12.0,left-arm fast-medium,141.0,175.0,23.68,8.75,28.0,12.0,3.0,0.0,2.5,15.0,32.0,50.0,35.0,8.0,8.27,7.85,0.0,0.0,0.0
Riley Meredith,Bowler,right-hand bat,0.0,6.0,1.150943396226415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,20.0,97.29,3.0,1.0,right-arm fast,114.0,145.0,23.95,8.39,4.0,2.0,0.0,0.0,0.0,56.0,35.0,25.0,23.0,0.0,8.5,3.8,0.0,0.0,0.0
Lance Morris,Bowler,right-hand bat,0.0,0.0,1.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,27.27,0.0,0.0,right-arm fast,35.0,40.0,22.95,8.28,5.0,1.0,0.0,0.0,0.0,2.0,13.0,17.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
Olly Stone,Bowler,right-hand bat,0.0,0.0,0.7894736842105261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,6.8,43.0,91.89,8.0,5.0,right-arm fast,101.0,0.0,8.71,18.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,8.0,6.4,0.0,0.0,0.0,0.0
Daniel Worrall,Bowler,right-hand bat,0.0,3.0,1.098039215686274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,12.28,37.0,105.52,14.0,4.0,right-arm fast-medium,107.0,0.0,7.74,21.7,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,13.75,6.33,7.0,0.0,0.0,0.0
Pyla Avinash,Batter,right-hand bat,0.0,1.0,0.6666666666666661,0.0,0.0,0.0,61.0,7.0,1.0,0.0,55.0,69.0,1.0,0.0,5.0,0.0,right-arm medium-fast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiran Chormale,Batter,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashish Dahariya,Batter,right-hand bat,1.0,1.0,0.703703703703703,0.0,0.0,30.6,37.3,16.2,0.0,0.0,607.0,30.35,23.0,97.43,44.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tushar Raheja,Batter,left-hand bat,0.0,1.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,55.0,43.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sarthak Ranjan,Batter,right-hand bat,0.0,0.0,4.0,0.0,28.0,3.5,0.0,3.0,0.0,0.0,66.0,13.2,5.0,126.92,9.0,2.0,legbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abhijeet Tomar,Batter,right-hand bat,0.0,2.0,1.5,30.2,16.0,14.0,0.0,0.0,0.0,0.0,499.0,27.72,20.0,126.01,38.0,25.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krish Bhagat,AllRounder,right-hand bat,0.0,3.0,0.976190476190476,5.0,31.25,17.0,15.66,16.8,12.0,0.0,776.0,22.82,39.0,108.68,73.0,24.0,right-arm offbreak,8.0,6.0,6.16,6.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sohraab Dhaliwal,AllRounder,right-hand bat,0.0,0.0,2.0,0.0,0.0,0.0,22.0,12.75,27.16,15.83,365.0,19.21,26.0,158.0,26.0,23.0,slow left-arm orthodox,16.0,7.0,38.71,7.13,5.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harsh Dubey,AllRounder,left-hand bat,0.0,0.0,1.461538461538461,0.0,0.0,0.0,18.0,0.0,0.0,0.0,19.0,4.75,5.0,90.47,1.0,1.0,slow left-arm orthodox,16.0,9.0,34.66,6.78,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ramakrishna Ghosh,AllRounder,right-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,7.5,6.0,150.0,4.0,1.0,right-arm medium-fast,6.0,1.0,174.0,10.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
Raj Limbani,AllRounder,left-hand bat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,right-arm medium,0.0,0.0,10.0,36.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ninad Rathva,AllRounder,left-hand bat,0.0,0.0,1.41025641025641,10.5,17.9,1.0,17.75,0.0,21.5,15.0,426.0,17.04,29.0,123.47,52.0,10.0,slow left-arm orthodox,38.0,38.0,17.63,6.44,9.0,13.0,1.0,0.0,22.0,0.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Vivrant Sharma,AllRounder,left-hand bat,0.0,0.0,0.6000000000000001,20.8,15.75,16.0,32.75,11.0,14.0,0.0,403.0,20.15,20.0,121.75,45.0,13.0,legbreak googly,9.0,8.0,15.62,7.97,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shiva Singh,AllRounder,right-hand bat,0.0,0.0,0.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,14.0,8.0,135.48,0.0,3.0,slow left-arm orthodox,22.0,12.0,42.5,6.87,2.0,1.0,0.0,0.0,20.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Sayed Irfan Aftab,Bowler,right-hand bat,0.0,1.0,1.31578947368421,0.0,0.0,0.0,8.0,0.0,26.33,23.0,280.0,14.73,30.0,175.0,17.0,23.0,right-arm medium,41.0,54.0,20.51,8.7,6.0,6.0,0.0,0.0,10.0,3.0,10.0,19.0,10.0,11.42,0.0,0.0,0.0,0.0,0.0
Anirudh Chowdhary,Bowler,left-hand bat,0.0,0.0,1.5,0.0,0.0,0.0,69.0,0.0,0.0,0.0,27.0,69.0,1.0,0.0,2.0,0.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anshuman Hooda,Bowler,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siddharth Kaul,Bowler,right-hand bat,0.0,0.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,44.0,0.0,0.0,0.0,0.0,legbreak googly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prashant Sai Painkra,Bowler,left-hand bat,0.0,8.0,1.063492063492063,0.0,28.18,23.84,24.8,21.82,21.0,6.66,3561.0,23.12,177.0,123.3,299.0,135.0,right-arm offbreak,73.0,36.0,29.38,8.67,6.0,6.0,9.0,0.0,52.0,0.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Venkata Satyanarayana Penmetsa,Bowler,right-hand bat,0.0,0.0,1.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,right-arm medium-fast,0.0,0.0,8.23,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
Yeddala Reddy,Bowler,right-hand bat,0.0,0.0,1.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,4.0,107.69,1.0,1.0,slow left-arm orthodox,14.0,19.0,17.21,6.62,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,5.0,2.0,0.0,0.0,0.0,0.0
Zak Foulkes,AllRounder,right-hand bat,0.0,3.0,1.0375,24.62,23.42,24.0,43.0,0.0,3.0,0.0,1859.0,24.46,80.0,133.35,207.0,50.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Green,AllRounder,right-hand bat,0.0,5.0,0.8943089430894301,0.0,0.0,4.0,3.5,27.25,15.1,18.2,1673.0,16.24,156.0,134.81,129.0,50.0,right-arm offbreak,233.0,0.0,7.04,23.1,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,11.15,6.0,0.0,0.0,0.0,0.0
Shakib Al Hasan,AllRounder,left-hand bat,0.0,42.0,0.962138084632516,0.0,9.0,22.0,23.52,20.4,16.67,14.4,7438.0,21.25,408.0,124.69,690.0,210.0,slow left-arm orthodox,436.0,492.0,21.49,6.79,60.0,30.0,3.0,0.0,11.0,56.0,75.0,164.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0
Mehidy Hasan Miraz,AllRounder,right-hand bat,0.0,10.0,1.046979865771812,24.58,27.06,23.25,19.0,13.83,16.62,14.86,2099.0,18.57,131.0,118.58,184.0,79.0,right-arm offbreak,143.0,107.0,30.11,7.55,17.0,10.0,0.0,0.0,11.73,19.0,32.0,19.0,10.0,8.8,0.0,0.0,0.0,0.0,0.0
Wiaan Mulder,AllRounder,right-hand bat,0.0,2.0,1.149122807017543,0.0,49.2,13.2,29.2,27.06,31.42,13.2,2172.0,27.15,105.0,132.92,171.0,76.0,right-arm medium,92.0,67.0,28.97,8.53,8.0,8.0,3.0,0.0,0.0,7.0,11.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwaine Pretorius,AllRounder,right-hand bat,0.0,8.0,1.136563876651982,0.0,33.0,22.76,27.3,21.08,16.51,16.13,2781.0,19.72,191.0,135.79,190.0,145.0,right-arm medium-fast,224.0,0.0,8.3,17.8,0.0,0.0,0.0,0.0,17.28,0.0,0.0,0.0,0.0,19.25,0.0,0.0,0.0,0.0,0.0
Dasun Shanaka,AllRounder,right-hand bat,0.0,9.0,0.8991935483870961,0.0,0.0,24.5,37.07,33.1,21.88,15.62,4428.0,26.2,221.0,142.24,328.0,254.0,right-arm medium,129.0,91.0,25.29,8.84,20.0,34.0,13.0,2.0,22.0,9.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Shoriful Islam,Bowler,left-hand bat,0.0,3.0,0.8582089552238801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,4.27,53.0,90.38,15.0,6.0,left-arm fast-medium,124.0,150.0,24.28,8.53,9.0,0.0,0.0,0.0,6.6,40.0,48.0,36.0,17.0,2.46,5.75,2.33,0.0,0.0,0.0
Blessing Muzarabani,Bowler,right-hand bat,0.0,0.0,0.7950819672131141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.89,35.0,57.89,6.0,1.0,right-arm fast-medium,109.0,125.0,22.64,7.27,0.0,0.0,0.0,0.0,0.0,7.0,54.0,47.0,17.0,0.33,1.46,11.66,0.0,0.0,0.0
Matthew Potts,Bowler,right-hand bat,0.0,2.0,1.050847457627118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,16.91,23.0,127.67,18.0,6.0,right-arm fast-medium,59.0,0.0,8.51,18.4,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,25.16,8.25,0.0,0.0,0.0,0.0
Tanzim Hasan Sakib,Bowler,right-hand bat,0.0,2.0,0.890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,10.23,32.0,93.54,14.0,6.0,right-arm fast-medium,61.0,82.0,22.17,8.41,6.0,0.0,0.0,0.0,8.33,18.0,20.0,22.0,16.0,11.37,0.0,0.0,0.0,0.0,0.0
Benjamin Sears,Bowler,right-hand bat,1.0,2.0,1.5272727272727271,0.0,17.5,19.0,5.66,17.77,26.66,9.5,962.0,20.46,62.0,138.02,84.0,40.0,right-arm medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Southee,Bowler,right-hand bat,0.0,10.0,1.059701492537313,0.0,25.0,4.2,0.0,23.0,0.0,15.0,921.0,10.96,129.0,138.28,68.0,50.0,right-arm medium-fast,279.0,0.0,8.12,17.8,0.0,0.0,0.0,0.0,11.14,0.0,0.0,0.0,0.0,11.06,8.4,0.0,0.0,0.0,0.0
John Turner,Bowler,right-hand bat,0.0,0.0,0.93103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,right-arm fast-medium,553.0,0.0,12.8,1.0,8.0,0.0,0.0,0.0,0.0,42.0,14.62,28.44,12.83,0.0,0.0,12.0,0.0,0.0,0.0
Joshua Brown,Batter,right-hand bat,0.0,2.0,0.7333333333333331,31.54,16.0,16.0,14.66,12.85,15.8,17.5,675.0,19.85,38.0,110.29,48.0,24.0,right-arm medium,27.0,35.0,18.34,7.21,0.0,2.0,5.0,0.0,8.0,6.0,9.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Davies,Batter,right-hand bat,0.0,3.0,0.7924528301886791,10.0,0.0,0.0,24.23,16.44,1.0,22.5,834.0,20.34,44.0,130.1,53.0,38.0,right-arm offbreak,4.0,0.0,0.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bevan John Jacobs,Batter,left-hand bat,1.0,0.0,3.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,2.0,0.0,0,0.0,0.0,8.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atharva Kale,Batter,right-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,right-arm medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abhishek Nair,Batter,right-hand bat,0.0,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,right-arm medium,0.0,0.0,12.33,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Vishwanath Pratap Singh,Batter,right-hand bat,0.0,9.0,1.1733333333333331,0.0,0.0,24.33,34.74,42.5,28.66,12.0,1831.0,32.69,73.0,143.15,140.0,77.0,"right-arm medium, right-arm offbreak",55.0,51.0,19.23,6.38,3.0,16.0,8.0,0.0,26.0,0.0,5.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Nasir Lone,AllRounder,right-hand bat,1.0,0.0,1.15,8.0,0.0,12.33,32.0,29.83,29.61,14.25,738.0,24.6,38.0,120.19,60.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Mcmullen,AllRounder,right-hand bat,0.0,1.0,0.56,0.0,7.0,402.0,0.0,11.0,0.0,0.0,96.0,420.0,2.0,0.0,30.0,0.0,right-arm medium,0.0,0.0,9.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S. Midhun,AllRounder,left-hand bat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow left-arm orthodox,0.0,0.0,1.25,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abid Mushtaq,AllRounder,left-hand bat,0.0,2.0,0.7560975609756091,0.0,0.0,0.0,0.0,0.0,0.0,6.75,149.0,10.64,21.0,100.67,11.0,6.0,slow left-arm orthodox,35.0,37.0,20.56,6.46,4.0,3.0,0.0,0.0,10.6,1.0,0.0,6.0,23.0,11.66,10.0,0.0,0.0,0.0,0.0
Mahesh Pithiya,AllRounder,right-hand bat,0.0,0.0,3.571428571428571,0.0,0.0,0.0,0.0,0.0,8.0,0.0,20.0,20.0,3.0,222.22,1.0,2.0,right-arm offbreak,14.0,9.0,22.77,6.4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Maramreddy Reddy,AllRounder,right-hand bat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,legbreak,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atit Sheth,AllRounder,right-hand bat,0.0,0.0,1.290909090909091,0.0,0.0,0.0,12.66,38.0,2.0,5.66,303.0,23.3,35.0,127.84,25.0,12.0,right-arm medium,62.0,89.0,18.86,7.99,0.0,4.0,0.0,0.0,32.6,34.0,28.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonty Sidhu,AllRounder,left-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,21.0,12.0,0.0,0.0,0.0,0.0,right-arm offbreak,0.0,0.0,3.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohit Avasthi,Bowler,right-hand bat,0.0,1.0,1.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,0.0,0.0,right-arm medium-fast,28.0,44.0,19.56,8.23,0.0,2.0,1.0,0.0,0.0,3.0,18.0,14.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
Faridoon Dawoodzai,Bowler,right-hand bat,0.0,0.0,1.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7.66,8.0,67.64,1.0,0.0,left-arm fast,19.0,22.0,21.18,7.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0
Praful Hinge,Bowler,right-hand bat,0.0,0.0,0.454545454545454,4.57,13.75,38.75,25.0,9.0,10.0,0.0,289.0,16.05,22.0,80.27,25.0,8.0,0,1.0,1.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pankaj Jaswal,Bowler,right-hand bat,0.0,0.0,0.919354838709677,0.0,0.0,0.0,9.0,0.0,39.0,10.33,289.0,11.56,36.0,181.76,14.0,26.0,right-arm medium,59.0,77.0,18.54,7.62,8.0,0.0,0.0,0.0,9.85,4.0,39.0,22.0,4.0,4.5,1.0,43.0,0.0,0.0,0.0
Vijay Kumar,Bowler,left-hand bat,0.0,1.0,0.621621621621621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,4.55,19.0,73.21,5.0,1.0,right-arm fast,59.0,79.0,21.75,8.49,2.0,1.0,0.0,0.0,0.0,7.0,29.0,23.0,17.0,0.0,6.0,4.25,0.0,0.0,0.0
Ashok Sharma,Bowler,right-hand bat,0.0,4.0,1.035714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,8.37,36.0,77.9,5.0,2.0,right-arm fast-medium,172.0,151.0,31.27,7.83,3.0,1.0,0.0,0.0,0.0,58.0,70.0,16.0,3.0,2.0,4.71,0.0,0.0,0.0,0.0
Mujtaba Yousuf,Bowler,left-hand bat,0.0,0.0,0.6153846153846151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,25.0,0.0,0.0,left-arm medium-fast,21.0,20.0,27.25,7.67,1.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Ashton Agar,AllRounder,left-hand bat,0.0,7.0,1.386206896551724,30.5,11.0,18.5,18.0,22.62,13.78,19.83,1408.0,16.76,122.0,118.51,88.0,62.0,slow left-arm orthodox,166.0,137.0,29.59,7.2,46.0,12.0,1.0,0.0,10.0,5.0,6.0,21.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0
Roston Chase,AllRounder,right-hand bat,0.0,9.0,0.903508771929824,0.0,10.0,32.6,31.18,13.4,19.6,53.0,1877.0,26.43,92.0,123.4,161.0,63.0,right-arm offbreak,92.0,73.0,25.5,6.94,12.0,14.0,4.0,0.0,7.0,5.0,13.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Dala,AllRounder,right-hand bat,0.0,2.0,1.2118644067796611,0.0,0.0,0.0,0.0,0.0,1.0,0.0,233.0,12.26,38.0,112.01,21.0,5.0,right-arm medium,129.0,145.0,23.6,8.53,19.0,8.0,1.0,0.0,32.0,10.0,33.0,38.0,36.0,10.12,10.37,0.0,0.0,0.0,0.0
Mahedi Hasan,AllRounder,right-hand bat,0.0,13.0,1.029585798816568,23.82,26.0,17.31,18.23,26.0,21.2,15.73,1822.0,18.03,122.0,122.36,157.0,88.0,right-arm offbreak,168.0,150.0,25.38,6.94,14.0,3.0,1.0,0.0,13.87,51.0,69.0,10.0,2.0,11.75,10.0,1.0,0.0,0.0,0.0
Nangeyalia Kharote,AllRounder,left-hand bat,0.0,1.0,1.379310344827586,0.0,0.0,0.0,0.0,3.5,7.2,34.0,223.0,11.73,27.0,129.65,23.0,7.0,slow left-arm orthodox,29.0,34.0,18.52,6.63,10.0,7.0,1.0,0.0,9.75,0.0,4.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
